Algo,Vers,Args,Dataset,Seed,Score,Train,Test,Dur,Model
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,609356994,0.409020385,0.409020385,901.4,(41*B2+15)+(-45*B2+57)/((10*B2+8)+(-17*B2-13)/((-70*B2))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,1339061,0.409021015,0.409021015,944.999,(1)+(-6*B2)/((-15*B2+25)+(19*B2-14)/((12)+(-26*B2)/((2*B2-23)+(-3)/((-29*B2-17)+(-16)/(()))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,819258426,0.409023775,0.409023775,954.995,(-19*B2+8)+(21)/((26*B2+5)+(-33)/((2)+(2)/((-17*B2)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,813484325,0.40902737,0.40902737,922.325,(-20)+(52)/((1)+(-48)/((1)+(-7*B2)/(()+(12)/((6)+(1)/((18)+(9)/((-11*B2)+(42*B2)/((B2-8)+(-2*B2-2)/((10))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,545569627,0.409030548,0.409030548,978.286,(-488*B2)+(343)/((128*B2)+(-284)/((-100)+(259)/((215)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,783871696,0.409030677,0.409030677,990.704,()+(-61*B2)/((-6)+(55)/((38*B2+10))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,242535398,0.409037298,0.409037298,934.213,(26*B2+41)+(5)/((-41*B2)+(-4)/((5))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,749740781,0.409037696,0.409037696,914.113,()+(6)/((-B2-19)+(18*B2)/((7*B2-31)+(11)/((-17)+(5)/((-4)+(2)/((-30)))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,460406752,0.409038773,0.409038773,952.925,(-4*B2-53)+(1)/((1)+(51*B2)/((1))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,102684315,0.409043758,0.409043758,901.066,(-39*B2-9)+(-19*B2-15)/((1)+(B2+1)/((41*B2))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,720171473,0.409049025,0.409049025,927.887,(27*B2+29)+(13*B2+11)/((-79*B2)+(-17*B2+5)/((7*B2-3))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,720171473,0.409055754,0.409055754,917.674,()+(-26)/((4)+(-4*B2)/((3*B2-11)+(-2*B2)/(()+(19)/((-24)+(16*B2-27)/((-15)+()/((-26)+(25)/(()+(17)/((20)+(4*B2)/((20*B2)+(-9*B2-16)/((17*B2-16))))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,554427394,0.409057456,0.409057456,901.611,(4)+(39*B2-7)/((2*B2-10)+(23*B2+2)/((1)+(-2)/((-B2-46)+(-22)/((-4))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,97765226,0.409059157,0.409059157,944.079,(-12*B2-5)+(22*B2-3)/((-31*B2-1)),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,847114584,0.409059622,0.409059622,918.589,()+(-9)/((-13*B2+4)+(10*B2+7)/((-16*B2-6)+(11)/(()+(9*B2+2)/((21*B2)+(-8*B2+25)/((1)+(16*B2+22)/((1)+(-26*B2)/((15)+(-15*B2-27)/((27*B2+10)+(1)/((-16)))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,803110212,0.409060033,0.409060033,936.486,(16*B2+21)+(1)/((-14*B2)+(31*B2-5)/((-8*B2+20))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,874573871,0.409063057,0.409063057,950.151,(-23)+(-24*B2-1)/((-25*B2-1)+(-15*B2)/((-8)+(-3*B2+25)/((3*B2+1)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,94074362,0.409069562,0.409069562,923.65,(-6*B2)+(-19*B2)/((-5)+(-2*B2+13)/((-22*B2+2)+(2)/((9)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,887220396,0.409070782,0.409070782,925.789,(-5)+(18*B2+4)/((10*B2)+(-17*B2+20)/((B2+40)+(22*B2+25)/((-33*B2-15)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,892528298,0.409080044,0.409080044,931.33,(-29*B2)+(-4)/((-19*B2-1)+(4)/(()+(16)/((-6*B2+2)+()/((9*B2-3))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,210400242,0.409083927,0.409083927,919.478,(23*B2+14)+(-2)/(()+(1)/(()+(13*B2)/((8*B2)+(25*B2)/((14*B2)+(1)/((15*B2)+()/(()+(-12*B2)/((27*B2+23)+(-9)/((-3*B2)+(15*B2-17)/(()+(5)/((-23*B2))))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,186533770,0.409096677,0.409096677,950.922,(7*B2)+(6)/((-4)+(-12*B2)/(()+(2)/((34)+(-10)/((2)+(19)/(()+(1)/((-1)+(2)/((-2)))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,762838704,0.40910539,0.40910539,918.788,(10)+(7)/(()+(-4*B2)/((26)+(36*B2)/((5)+(B2)/((7)+(11)/((11*B2)+(-27)/((4)+()/((-19*B2)+(6)/((-45))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,883380217,0.409116684,0.409116684,933.571,(-42*B2-1)+(27*B2+10)/((8*B2-1)+(7*B2+1)/(()+(-14*B2)/((-15*B2)+(42*B2)/((14*B2-5))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,783871696,0.409122078,0.409122078,900.957,(-14)+(24)/((-4)+(32*B2)/((-1)+(-11*B2)/((40)+(13*B2)/((7)+(28*B2-27)/((5*B2+1)+(9)/((-21*B2-18))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,746126019,0.409124156,0.409124156,930.401,(-4)+(-22*B2-11)/((8*B2+12)+(-54*B2+6)/((-B2-50))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,689009893,0.409129977,0.409129977,914.552,(8)+(-20)/((-1)+(-8*B2)/((-4*B2)+(7*B2+20)/((B2+26)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,97765226,0.409131655,0.409131655,920.555,(13)+(25*B2+5)/((8*B2)+(-16*B2)/((B2+31)+(-10)/((-49*B2+7)+(-1)/((17)+(-1)/((-42)+(-6)/((35))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,996899548,0.409144091,0.409144091,910.346,(-15)+(-1)/((2)+(-B2-13)/(()+(-17*B2+22)/((4*B2-12)+()/(()+(21*B2)/((19*B2)+()/((-12*B2+9)+(20*B2)/((6*B2)))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,241406868,0.409147322,0.409147322,926.953,()+(-5)/((-3)+(B2+15)/((1)+(27*B2-1)/((-7*B2+1)+(-5*B2-3)/(()+(-B2+1)/(()+(2)/((1)+(28*B2)/((-6*B2-12)+(18*B2-13)/(())))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,164821849,0.409173921,0.409173921,909.369,(-1)+(15*B2)/((-1)+(-3)/((-4)+(-19*B2)/((1)+(12*B2+5)/((-3)+(4)/((-4*B2-1)+(10*B2)/((-14)+(-13*B2)/((-19*B2)+(15*B2)/((-25))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,189372279,0.409175914,0.409175914,903.052,(4)+(B2+25)/((5)+(-B2-2)/((18)+(9*B2+19)/((24*B2)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,555568272,0.40917615,0.40917615,912.185,()+(2)/((-B2)+(-12)/((1)+(1)/((-8)+(9)/((1)+(5)/((-5)+(5*B2+6)/((-14*B2)+(2*B2+22)/(()+(4*B2+6)/((14*B2)+()/((B2)))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,656287983,0.409178462,0.409178462,941.093,(8)+(-25*B2-2)/((33*B2+2)+(29*B2)/((-8*B2+2)+(40*B2)/((18)+(-25*B2)/((-5)+(8)/((-2*B2)))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,803110212,0.409197856,0.409197856,906.813,()+(B2+31)/(()+(B2+32)/(()+(2)/((2)+(-14*B2)/((4*B2)+(7)/((-10*B2+27)+(7)/((-5)+(-1)/((19*B2)+(-10*B2+14)/((8)+(-22)/((-1)))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,179016853,0.409204319,0.409204319,911.486,(1)+(-16*B2+17)/((-3*B2-5)+(-66*B2-15)/((2*B2+39))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-ss_al,655487906,0.409205906,0.409205906,908.5,(-3*B2-14)+(1)/((18*B2+1)+(18*B2)/((14*B2)+(1)/(()+(12*B2)/((1)+(15*B2)/((5)+(22*B2)/((-35))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,819258426,0.409226016,0.409226016,907.195,()+(-3*B2)/((1)+(B2+1)/(()+(1)/((1)+(-B2-19)/((-B2)+(8)/((-13)+(-5*B2)/((17*B2+16)+(-5*B2)/((B2-16)))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,874573871,0.40922617,0.40922617,931.317,()+(10)/((4)+(-6*B2+1)/((-B2+1)+(9*B2+31)/((-B2-17)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,242535398,0.409227519,0.409227519,914.865,()+(1)/((-21*B2)+(-21*B2)/(()+(14*B2+25)/((-13*B2)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,208824629,0.409239889,0.409239889,925.138,(3)+(-4*B2-6)/((-3*B2-49)+(1)/((-2)+(-12*B2-28)/((-9*B2+8)+(-9)/((1)+(3)/(()))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,892528298,0.409242994,0.409242994,902.504,()+(6*B2+29)/((27*B2+90)+(-20*B2+6)/((3)+(-B2-23)/((-6)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,94074362,0.409248356,0.409248356,901.51,(2)+(-18)/((2*B2)+(36*B2+12)/((B2)+(-1)/(()+(2)/((-3)+(-5)/((5)+(-2)/((2))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,802639496,0.409272202,0.409272202,903.253,(26)+(8)/((-B2)+(26*B2)/((8*B2)+(33*B2+14)/((-4)+(5*B2)/((17*B2-3))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,655487906,0.409293832,0.409293832,923.442,(-26)+(-17)/((-6)+(82)/((-B2)+(-34*B2-18)/((28)+(-31*B2-51)/((-14))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,685417056,0.409302369,0.409302369,909.154,(5)+(-71*B2-146)/((16*B2+190)+(-7*B2-17)/((7*B2+7)+(-17*B2+1)/((-2*B2+19)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,529815240,0.409331649,0.409331649,900.33,(-3)+(13*B2+6)/((2*B2+25)+(16*B2)/((-22)+(-3*B2)/(()+(5)/(()+(2*B2+6)/((5)))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,200193720,0.409349607,0.409349607,915.174,(32)+(9*B2+43)/((B2+13)+(-79)/((-13*B2+51))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,795993283,0.409361328,0.409361328,933.865,(13)+(21)/((-B2)+(12*B2+12)/(()+(-12*B2)/(()+(18*B2)/((B2+3)+(20)/((19)+(24)/(()+(-11)/(()+(25)/((1)+(-9*B2)/((26*B2)))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,210400242,0.40936495,0.40936495,922.43,(14)+(3)/((3*B2)+(-39*B2+18)/((-B2))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,643585719,0.409387614,0.409387614,905.711,()+(-18*B2)/((-4*B2-62)+(-16*B2)/((41)+(B2)/((-5)+(-14*B2)/((24*B2)+(1)/((1)))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,883380217,0.40940074,0.40940074,905.888,()+(27)/((-11)+(-25*B2+9)/(()+(1)/((1)+(-25*B2-26)/((24*B2+2)+()/((-1)))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,420875574,0.409435157,0.409435157,940.571,(484)+(40*B2)/((-2*B2-24)),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,573149506,0.409437318,0.409437318,910.98,()+(9*B2+2)/((2*B2+5)+(-25*B2+10)/((-B2+4)+()/((35*B2+19)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,89115150,0.409437548,0.409437548,935.892,(-9)+(4)/((4*B2+49)),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,822969669,0.409440858,0.409440858,964.404,(1)+(-11*B2-1)/((2*B2+21)+(4)/(()+(10*B2-52)/((15*B2+15)+(7)/((21*B2)+(-10*B2)/((8)+(12*B2-2)/((-8*B2)+(27*B2)/((27*B2)+(1)/(())))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,656287983,0.409441062,0.409441062,911.823,(12)+(-9*B2)/((-22)+(-11*B2)/((6))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,609356994,0.409446723,0.409446723,903.429,(2)+(3)/((4)+(-5)/((2*B2+25))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,460406752,0.409446967,0.409446967,913.137,(15)+(-36*B2+18)/((4*B2+48)),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,847114584,0.409452873,0.409452873,900.827,(11)+(-23)/((2)+(2)/((-4*B2-49))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,102684315,0.40946444,0.40946444,932.598,(13)+(-3*B2-8)/((-19)+(38*B2+63)/((-21)+(-20)/((-40)))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-al_ss,255468158,0.409475154,0.409475154,958.186,(10)+(17*B2)/((4*B2-3)+(-12*B2)/((1)+(10*B2-34)/((7*B2)+()/((26*B2))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-l_c,529815240,0.414065502,0.414065502,905.561,(58952502)+(-39358339*B2-1274190)/((-39765923*B2-37307369)),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-h_wa,102684315,0.423792894,0.423792894,918.811,(2*B2+22)+(3*B2+15)/((-11*B2-28)+(-10*B2)/((B2-2)+(1)/((6*B2-8)+()/((30*B2))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-h_wa,420875574,0.424131815,0.424131815,920.962,(3*B2+3)+(7)/((10)+(19*B2)/((10)+(-14*B2)/(()+(14*B2-11)/((5*B2)+(-17*B2-26)/((-2)+(19*B2+23)/((1)+(3)/((-5)))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-h_wa,529815240,0.424273352,0.424273352,911.599,(-25*B2)+(-22*B2)/((27*B2-16)+(-12*B2)/(()+(2)/((2*B2)+(-2*B2+1)/((-26*B2)+()/((1)+(1)/((12*B2+7)+(2)/((27*B2)+(-20)/((22*B2+10)+(24*B2-2)/(()+(1)/((9*B2))))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-wa_h,208824629,0.424300745,0.424300745,914.689,(1)+(28*B2+1)/((1)+(28*B2+29)/((-7*B2-15)+(2*B2)/((16*B2+14)+(-22*B2+10)/((13*B2+10)+(11*B2-23)/((13*B2)+(15*B2-2)/((1)+(-10)/((7*B2)+(-22*B2)/((25*B2-20))))))))),
memetico,55f1db5586534a15a2e5b296a9d9d3f9511f4bb5,argsdd_adp-rnd-dc_5-dm_stale-ext-f_10-g_1000-ld_0.2-ls_cnm-mr_0.2-mt_900-p_18-o_pcor,pbf-adim-t-wa_h,1339061,0.424332805,0.424332805,946.444,(13)+(-18*B2+7)/((-4*B2)+(-37*B2)/((-20)+(20*B2+7)/((1)+(3*B2-5)/((22*B2)+(-2)/((-19)+(-22*B2+1)/((1)+(-1)/((-11*B2)))))))),
